SMILES,logBCF
O=C1NC(=O)CC(C1)CC(O)C2C(=O)C(C)CC(C)C2,0.21
N#CC(OC(=O)C1C(C(C(Br)(Br)Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3,3.08
Clc1c(c(cc2c1Oc1c(cc(cc1)Cl)O2)Cl)Cl,3.35
c1cc(ccc1CC(C)CN2CCCCC2)C(C)(C)C,2.2
CC(OOC1(OOC(C)(C)C)CC(CC(C1)(C)C)C)(C)C,3.99
FC(F)(F)c3ccc(C=CC(=NNC1=NCC(C)(C)CN1)C=Cc2ccc(cc2)C(F)(F)F)cc3,4.54
o2c1c(cc(c(c1Cl)Cl)Cl)c3c2c(c(c(c3Cl)Cl)Cl)Cl,3.45
O1C(C)CN(CC1C)CC(C)Cc2ccc(cc2)C(C)(C)C,3.03
ClC(Cl)Cl,0.96
CS(=O)C,0.35
ClC(C(Cl)(Cl)Cl)(Cl)Cl,2.42
O=C(n1cncc1)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC,2.59
OC(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,3.72
O=P(N(C)C)(N(C)C)N(C)C,-0.55
N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3,3.29
CN(C=O)C,-0.11
N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3,2.7
C(=CC(C)CC(C)CC(C)C)C,3.25
O=C2N(c1ccccc1)CSC(=NC(C)(C)C)N2C(C)C,2.71
O(c1c(c(cc(c1Cl)Cl)Cl)Cl)C,3.69
O=C(O)COc1nc(F)c(c(N)c1Cl)Cl,1.79
Cc1cccc(c1)NC,0.86
O=C(OC)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C,1.23
Clc1c(ccc(c1)Cl)c1ccc(cc1)Cl,4.33
N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)OC(F)F)C(C)C,3.6
Oc1c(c(c(cc1Cl)Cl)Cl)Cc1c(c(cc(c1O)Cl)Cl)Cl,2.1
o2c1cc(c(cc1c3c2c(c(c(c3Cl)Cl)Cl)Cl)Cl)Cl,3.9
O=C(O)C(Oc1ccc(cc1C)Cl)C,0.48
O=C(Nc1ccc(c(c1)Cl)Cl)CC,1.94
c1ccccc1,0.63
CC(Cl)(Cl)Cl,0.59
O=C(OC)C(N(C(=O)Cc1ccccc1)c2c(cccc2C)C)C,1.76
O=C5OC2CC(OC1(OCC(C)CC1)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)C(C=CC=C6COC7C(O)C(=CC5C67(O))C)C,1.84
[O-][N+](=O)c1cc(c(c(c1)Cl)N=Nc1ccc(cc1)N(CCC#N)CCC#N)Cl,1.58
O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-],0.78
O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C,2.5
ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl,4.3
O=C(c1c2c(ccc(c2c(cc1)Cl)Cl)C(=O)O)O,-0.01
n1c(nc(nc1NC(C)C)SC)NC(C)C,1.93
O=S(=O)(N(c1ccc(cc1)C)SC(F)(Cl)Cl)N(C)C,1.87
O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S),0.41
Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,4.16
O=[N+]([O-])c2ccc(Oc1ccccc1)c(c2(N))Cl,3.46
n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl,2.39
O=S(=O)(NCCSP(OC(C)C)(OC(C)C)=S)c1ccccc1,2.94
O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC,0
N(c1ccc(cc1)Nc1ccccc1)c1ccccc1,3.13
Clc1cc2c(c3c(o2)c(ccc3)Cl)cc1,3.01
ClCBr,0.53
ClCCl,1.22
C(=S)=S,1.29
BrC(Br)Br,1.18
C=C(Cl)Cl,1
o2c1c(cc(c(c1c3c2c(c(cc3Cl)Cl)Cl)Cl)Cl)Cl,2.96
CC(C)(C)O,0.54
FC(F)(Cl)Cl,0.84
O=C(O)C(C)(C)C,0.23
C=CC(CCl)Cl,0.86
ClC(C(=O)O)(Cl)Cl,0.13
FC(C(F)(Cl)Cl)(Cl)Cl,1.84
FC(C(F)(Cl)Cl)(F)Cl,1.66
CC(=CC=C(C)C)C,2.41
ClC12C3C(C(C1(Cl)Cl)(C(=C2Cl)Cl)Cl)C=CC3Cl,3.95
N#Cc1ccc(O)cc1,0.91
OC(C(n1ncnc1)Cc2ccc(cc2)Cl)C(C)(C)C,1.64
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,2.63
O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.49
OC(c1ccccc1)(c1ccccc1)C(=O)O,0.02
C=1(C(=C(C(C=1Cl)(Cl)Cl)Cl)Cl)Cl,1.18
C=C(C)CCC(C)CCC(C)C,3.42
C1C2C(C3CC2C=C3)C=C1,2.38
Cc1c2c(cc3c1cccc3)cccc2,2.72
Clc1c(cccc1)NNc1c(cccc1)Cl,3.68
O=P(Oc1ccccc1C)(Oc2ccccc2C)Oc3ccccc3C,2.9
O=P(OCC)(OCC)OCC,0.01
O=P(OCC(CCCC)CC)(OCC(CCCC)CC)OCC(CCCC)CC,1.36
O=P(SCCCC)(SCCCC)SCCCC,3.48
O=P(OCCOCCCC)(OCCOCCCC)OCCOCCCC,0.67
O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C,3.04
CC1(C)CC(=CC(=O)C1)C,0.35
O(OC(C)(C)CCC(OOC(C)(C)C)(C)C)C(C)(C)C,3.48
CC(=C)C=C,1.22
CC(CCl)Cl,0.71
ClC(CCl)Cl,0.62
ClC(=CCl)Cl,1.16
o2c1c(ccc(c1Cl)Cl)c3c2c(c(c(c3Cl)Cl)Cl)Cl,2.78
O=C(OCC)NCCOc2ccc(Oc1ccccc1)cc2,2.33
O[Si](c1ccccc1)(c2ccccc2)c3ccccc3,2.85
BrC(C(Br)Br)Br,0.76
O=C(OC)c1c(ccs1)S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC,-0.1
ClC(C(Cl)Cl)Cl,1.07
CC([N+](=O)[O-])C,0.62
O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C),3.48
O=[N+]([O-])c2cc(c(c(c2(Nc1ncc(cc1Cl)C(F)(F)F))[N+](=O)[O-])Cl)C(F)(F)F,3.01
CC1(C2CC(C1=C)CC2)C,2.98
CC(c1cc(c(c(c1)Br)O)Br)(c1cc(c(c(c1)Br)O)Br)C,2.46
CC(c1ccc(cc1)O)(c1ccc(cc1)O)C,1.52
CC(c1ccccc1)(OOC(c1ccccc1)(C)C)C,2.75
CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C,3.6
OS(=O)(=O)c1c(ccc(c1)N)C=Cc1c(cc(cc1)N)S(=O)(=O)O,0.28
[O-][N+](=O)c1c(C)c(C(=O)C)c(c(c1C(C)(C)C)[N+](=O)[O-])C,3.09
O=[N+]([O-])c1c(c(c(c(c1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C,3.63
Nc1ccc2c(c1S(=O)(=O)O)cccc2,0.53
O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))CC,0.2
O=C1N(OCC1(C)C)Cc2ccccc2Cl,1.6
O=C(O)c1ccccc1C=3c4ccc(cc4(OC2=CC(C=CC2=3)=[N+](CC)CC))N(CC)CC,-0.23
O=c1c2c3c(cccc3ccc2)c2ccccc12,2.12
O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2(OCCCl),0.11
O=C1c2c(cccc2C(=O)c2c1cccc2)Cl,2.36
O=C1c2c(cccc2N)C(=O)c2c1cccc2,2.03
O=S(=O)(O)c1cc(c2cccc(O)c2(c1(N)))S(=O)(=O)O,0.9
O=C(Nc1onc(c1)C(C)(CC)CC)c2c(OC)cccc2(OC),1.85
O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCC(=O)OCC)C(C)C,1.95
O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1cccc(c1C)c1ccccc1,3.78
O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,2.74
Cc1cc2c(cc1C)ccc(c2)C,3
O=C(OC)c1ccccc1CS(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC,0.2
O=C(NC(=O)c1c(F)cccc1(F))Nc2cc(c(F)c(c2(F))Cl)Cl,2.81
O=C(Nc1ccc(F)cc1(F))c3cccnc3(Oc2cccc(c2)C(F)(F)F),3.11
Cc1cccc2c1ccc1c2cccc1,3.18
C1c2cccc3c2c(ccc3)C1,2.92
n1c(nc(nc1NC(C)C)SC)NCC,1.52
O=[N+]([O-])c1cccc(c1C)Cl,1.99
Clc1c(c2c(oc3c2ccc(c3)Cl)cc1Cl)Cl,3.41
O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34),1.41
O=C1N(C(=O)N(C(=O)N1CCO)CCO)CCO,-0.05
O=C(O)c1c2ncc(cc2(ccc1Cl))Cl,-0.1
c1ccc(cc1)c3ccccc3(c2ccccc2),3.3
O=C1c2c(ccc(c2)CC)C(=O)c2c1cccc2,1.6
O=C1N(N=C(C)C1)c2cc(c(cc2Cl)S(=O)(=O)O)Cl,1.16
O=C1c3ccccc3(C(=O)c2ccccc12),2
O=C(OCCCC)c1ccccc1(C(=O)OCCCC),2.23
Oc1ccc(cc1)CCCCCCC(C)C,2.4
O=S(=O)(O)c2ccc(N)c1ccccc12,0.78
O=S(=O)(O)c2ccc(O)c1ccccc12,1.11
c1cccc2ccc3c(c12)cccc3,3.36
c1(c(c(c(c(c1Br)Br)Br)Br)Br)CC,2.52
Fc1ccc(cc1)[Si](c2ccc(F)cc2)(C)Cn3ncnc3,2.4
O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC),1.01
Oc3ccc4ccccc4(c3(N=Nc2ccc(N=Nc1ccccc1C)cc2C)),0.75
O=NN(c1ccccc1)c1ccccc1,1.41
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,1.54
c1ccc3c(c1)c2ccccc2C3,2.77
C1=CC=C2C(=C1)C3=CC=CC=C3N2,2.18
OC(=O)Cc1c2c(ccc1)cccc2,0.29
Oc1cc(cc2c1ccc(c2)N)S(=O)(=O)O,0.11
O=C(OC(C)C)Nc1ccc(OCC)c(OCC)c1,2.52
CCCCCCCCC=C,3.22
OCc1cccc(c1)Cl,1.32
O(c1c(cc(cc1Cl)Cl)Cl)C,2.84
Clc1c(cccc1Cl)Cl,2.89
Oc1c(cccc1Cl)Cl,1.17
ClC(=C(Cl)Cl)C(=C(Cl)Cl)Cl,3.82
c1(c(c(c(c(c1Cl)Cl)C)Cl)Cl)C,3.62
c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C,3.83
O=C2C(C(=O)CC(c1c(cc(cc1C)C)C)C2)=C(NOCC)CC,1.5
c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br,3
Cc1c(c(c(c(c1Br)Br)Br)Br)Br,2.45
ClC1C(C(C(C(C1Br)Br)Br)Br)Br,2.43
Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl,2.67
O=[N+]([O-])c1cc(c(c(c1Cl)Cl)Cl)Cl,1.9
Oc1c(cc(cc1Cl)Cl)Cl,1.92
Cc1c(cccc1)S(=O)(=O)N,0.29
c1ccc2c(c1)cc(c3ccccc23)C,2.56
O=S(=O)(O)c1cc(ccc1(N))C,0.35
CCNc1nc(SC)nc(n1)NC(C)(C)C,1.95
Cc1c(cccc1)[N+](=O)[O-],1.3
Clc1c(cccc1)[N+](=O)[O-],1.44
Nc1c(cccc1)[N+](=O)[O-],0.85
Oc1c(cccc1)[N+](=O)[O-],1.17
O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-],1.14
O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-],0.1
OC(=O)C1C(CC=CC1)C(=O)O,0.05
O=[N+]([O-])c1cc(ccc1C)Cl,1.92
O=[N+]([O-])c1cc(ccc1Cl)Cl,2.05
Nc1c(cc(cc1)Cl)[N+](=O)[O-],1.06
O=[N+]([O-])c1cc(c(cc1Cl)Cl)Cl,1.84
Cc1ccccc1CN,0.57
O=C(O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3)C,3.4
c1ccc2c(c1)cccc2C,1.73
O=S(=O)(O)OCCOCCOCCOCCOCCOCCOc1ccc(cc1)CCCCCCCCC,2.18
O=S(=O)(O)c1cc(O)c2c(N)cc(cc2(c1))S(=O)(=O)O,0.46
N(c1c2c(ccc1)cccc2)c1ccccc1,3.28
Nc1c(cccc1)c1ccccc1,1.44
Oc1ccccc1c2ccccc2,1.34
Oc1cc(cc2c1cc(cc2)N)S(=O)(=O)O,0.39
O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C,1.52
N#Cc1c(cccc1)C#N,0.55
c1c2c(ccc1)cccc2,2.15
c1cccc2ncccc12,0.49
COc1c(cccc1)[N+](=O)[O-],0.6
Cc1ccc2c(c1)cccc2,2.49
c1ccc2cc(ccc2(c1))Cl,3.63
CCN(c1ccccc1)CC,2.04
Clc1c(ccc(c1)c1cc(c(cc1)N)Cl)N,2.23
O=C(Nc1ccc(cc1C)c1cc(c(cc1)NC(=O)CC(=O)C)C)CC(=O)C,-0.03
FC(C(C(F)(F)F)O)(F)F,0.32
o2c1cc(c(c(c1c3c2c(c(cc3Cl)Cl)Cl)Cl)Cl)Cl,3.2
c1ccc(cc1)c2ccccc2,2.64
Oc1ccc(cc1)c1ccccc1,1.64
Oc1c(cc2c(c1)cccc2)C(=O)O,0.46
O=C(c1cc2ccccc2cc1O)Nc1ccccc1,0.76
N1c2c(cccc2)Sc2c1cccc2,2.61
Brc1ccc(cc1)c1ccc(cc1)Br,3.96
c1ccc(cc1)c2ccc(cc2)c3ccccc3,1.77
CC1(CC(C=CC1)C)C,2.87
Oc1c(c(cc(c1Cl)Cl)Cl)Cl,2.15
O(c1c(cc(c(c1Cl)Cl)Cl)Cl)C,3.34
O(c1cc(c(c(c1Cl)Cl)Cl)Cl)C,3.51
O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2CCC(F)(F)F,-0.89
OC(c1ccc(cc1)Cl)(Cn2ncnc2)C(C)C3CC3,1.45
CCP(=S)(Sc1ccccc1)OCC,1.89
O(c1c(OC)c(c(c(c1Cl)Cl)Cl)Cl)C,4.4
O=[N+](c1cc2c(cc1)NC=N2)[O-],0.32
O=C1NCCCCCCCCCCC1,0.29
O=C(O)COc1ccc(cc1C)Cl,0
O=C(O)COc1ccc(cc1Cl)Cl,-0.5
c1ccc2c(c1)cc(c3ccccc23)Cl,3.48
O=C1N(N=C(OC)S1)CSP(OC)(OC)=S,0.72
N1=CSc2c1cccc2,0.8
O=P(OCC)(SC(C)CC)SC(C)CC,2.34
c1ccc(c(c1)C)C,1.15
Oc1ccccc1C,1.03
Cc1c(cccc1)Cl,1.86
Clc1c(cccc1)Cl,2.47
Nc1c(cccc1)Cl,0.93
Oc1ccccc1Br,1.52
Oc1c(cccc1)Cl,1.21
Cc1c(ccc(c1)C)C,2.17
Cc1c(ccc(c1)N)C,0.8
Cc1c(ccc(c1)Cl)N,1.37
n1ccccc1OC(C)COc3ccc(Oc2ccccc2)cc3,3.14
Clc1c(ccc(c1)N)Cl,1.13
Clc1c(ccc(c1)O)Cl,1.75
Nc1c(ccc(c1)C)C,0.54
Nc1c(ccc(c1)N)C,1.45
Nc1c(ccc(c1)Cl)Cl,1.24
Clc1c(cc(c(c1)Cl)Cl)Cl,3.57
Oc1c(cc(c(c1)Cl)Cl)Cl,2.6
O=C(O)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C,0.94
Clc1c(cc(c(c1)Cl)Cl)C(=CCl)OP(=O)(OC)OC,1.63
C(C(CBr)Br)Cl,1.11
ClC(CCl)CCl,1.07
O=P(Oc1nc(nc(c1)C)C(C)C)(OCC)OCC,-0.35
CC(=NO)CC,0.44
N1C(NCC1)=S,-0.02
O=C1C(=C(C=NN1C(C)(C)C)SCc2ccc(cc2)C(C)(C)C)Cl,1.68
O=C2C(c1cccc(c1)C(F)(F)F)=C(OC2c3ccccc3)NC,1.44
CC(c1c(cc(c(c1)Sc1c(cc(c(c1)C(C)(C)C)O)C)C)O)(C)C,0.82
O=S(=O)(c1c(ccc(c1)[N+](=O)[O-])Cl)O,0.48
Oc1ccc(cc1C(C)(C)C)C(C)(C)C,2.46
O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-],0.47
[O-][N+](=O)c1cc(ccc1N)OC,0.79
Oc1c(cc(cc1)Cl)Cc1cc(ccc1O)Cl,2.19
FC(c1ccccc1)(F)F,1.67
NS(=O)(=O)c1ccccc1,0.52
FC(c1cc(ccc1)Cl)(F)F,2.34
CC(c1ccc(cc1)O)(C)C,1.79
CC(c1ccc(cc1)C(=O)O)(C)C,0.5
c1ccc(cc1)C(C)C,1.55
CC(=C)c1ccccc1,1.89
NC(c1ccccc1)C,0.73
O=C1N(CCS1)P(=O)(OCC)SC(C)CC,0.5
O=[N+](c1ccccc1)[O-],0.66
O=[N+](c1cc(ccc1)C)[O-],1.02
O=[N+](c1cccc(c1)N)[O-],0.51
O=C1C(C(=O)CC(C1)CC(C)SCC)=C(NOCC=CCl)CC,0.32
O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl,1.88
FC(F)(F)c2cc(ccc2(N=C(n1cncc1)COCCC))Cl,2.59
O=[N+](c1cc(c(cc1)Cl)Cl)[O-],1.82
c1cc(cc(c1)C(C)C)C(C)C,3.22
O=[N+]([O-])c1cccc(c1)[N+](=O)[O-],0.77
CC(c1ccc(cc1)O)CC,1.35
O=[N+](c1ccc(cc1)C)[O-],0.91
CCC(c1ccc(cc1)OCC(CO)O)C,0.63
CC(CC1C(CCC(C1)C)C)C,3.37
Brc1c(c(ccc1Br)Br)Br,3.18
C#CCOCOc1ccc(cc1)Cl,2.03
CC(C(=O)O)(Cl)Cl,0.85
OCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCCCCCCCC,1.5
N#Cc1cc(ccc1(OP(OC)(OC)=S))Cl,2.33
FC(F)C(F)(F)Oc1ccc(cc1)CCCCCCC,2.96
FC(F)C(F)(F)Oc1ccc(cc1)C(C)(C)C(C)C(C)C,3.71
FC(F)C(F)(F)Oc1ccc(cc1)C(C)(C)CC(C)(C)C,3.92
FC(F)C(F)(F)Oc1ccc(cc1)C(c2ccc(OC(F)(F)C(F)F)cc2)(C)CC(C)C,3.76
FC(F)C(F)(F)Oc1ccc(cc1)C(c2ccc(OC(F)(F)C(F)F)cc2)C(CC)CCCC,3.19
FC(F)C(F)(F)Oc1ccc(cc1)C(c2ccc(OC(F)(F)C(F)F)cc2)(C)CCCCCC,2.85
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,-0.7
O=C(O)c1ccc(Cl)c(Cl)c1,2.17
Brc1cc(Br)c(-c2c(Br)cc(Br)cc2Br)c(Br)c1,1.2
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.73
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,1.57
C1=CCCC=CCCC=CCC1,2.52
CCOP(=S)(OCC)SCCSCC,2.35
COC(C)(C)C,0.18
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,1.3
CC(C)=C1C=C2CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,2.08
COC(=O)C1(Cl)C(Cl)CCC2(C)c3ccc(C(C)C)cc3CCC21,1.96
C=CC1(C)C=C2CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,1.85
C=CC1(C)CCC2C(=CCC3C(C)(C(=O)O)CCCC23C)C1,1.53
CC(C)C1=CC2=C(CC1)C1(C)CCCC(C)(C(=O)O)C1CC2,1.4
O=P(OCC(CCl)(CBr)CBr)(OC(CCl)CCl)OC(CCl)CCl,3.43
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0.6
c1csc(-c2cccs2)c1,3.55
c1ccncc1,1.94
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,2.04
COP(=S)(OC)Oc1ccc(C#N)cc1,1.34
COc1c(Br)cc(Br)cc1Br,2.53
CCCC(Cl)CCC(Cl)CC(Cl)C(Cl)CCC(Cl)CCC(Cl)C(Cl)CC(C)Cl,2
CCOP(=S)(NC(C)CC)Oc1cc(C)ccc1[N+](=O)[O-],1.93
BrC1CC(Br)CC(Br)CC(Br)CC(Br)CC(Br)C1,1.87
O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)O)c1,1.05
CCOP(=S)(S)OCC,0.63
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.08
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,4.04
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,3.8
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,3
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,2.22
OCCOCCOCCO,3.23
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,4.18
FC(F)(F)c1ccc(Cl)c(Cl)c1,2.84
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,2.62
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,1.06
COP(=S)(OC)Oc1c(Cl)cccc1C#N,0.8
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,0.08
O=[N+]([O-])c1cccc(Cl)c1,-0.3
C=CC=O,2.54
CCOC(=O)c1ccccc1C(=O)OCC,2.07
COC(=O)c1ccccc1C(=O)OC,1.76
ClCCCl,0.3
O=S(=O)(O)c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)O)cc2)cc1,0.36
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.23
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,3.91
Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,3.76
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.11
Nc1ccccc1N,0.78
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,2.39
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1.34
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0.77
O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,-0.4
Clc1ccc2ccccc2c1,3.63
CCCCCCCCCCCCCCCC[n+]1ccccc1,2.18
C=C(CC(C)(C)c1ccc(O)cc1)c1ccc(O)cc1,1.59
Clc1ccccc1-c1ccccc1,5.19
CC(Br)(CBr)COc1c(Br)cc(Br)cc1Br,4.31
CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,4.2
Clc1ccccc1-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.89
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,3.69
Brc1cc(Br)c(Br)c(Oc2ccc(Br)c(Br)c2Br)c1,3.12
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,2.73
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,2.53
CCCCCCCCCc1ccccc1O,2.43
CC=C1CC2C=CC1C2,2.2
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,2.17
O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,2.08
Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(NN=C5C(=O)C=Cc6cc(S(=O)(=O)O)cc(S(=O)(=O)O)c65)c(C)c4)cc3C)cc2)cc1,1.92
CN(C)c1ccc([C+](c2ccccc2)c2ccc(N(C)C)cc2)cc1,1.88
Cc1ccc(N)cc1N,1.7
N#CCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,1.69
O=S(=O)(CCl)Nc1ccc(Cl)c(Cl)c1Oc1cccc(Cl)c1Cl,1.67
Nc1cccc(O)c1,1.6
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,1.48
CCOc1ccc(NC(C)=O)cc1,1.48
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)c(N=Nc5ccccc5)c(O)c4c3N)c(C)c2)ccc1N=Nc1ccc(N)cc1N,1.34
Oc1c(Cl)cccc1Cl,1.3
BrC(Br)c1ccccc1OCC1CO1,1.11
Cc1ccccc1N=Nc1ccc(NN=C2C(=O)C=Cc3ccccc32)c(C)c1,1.04
CCCCCCCCc1ccccc1Nc1ccccc1CCCCCCCC,1
Cc1ccc(O)c([N+](=O)[O-])c1,0.96
O=C1c2c(O)ccc(Nc3ccccc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,0.96
S=c1[nH]c2ccccc2s1,0.9
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12,0.9
O=C(O)c1cccc([N+](=O)[O-])c1,0.85
S=C=S,0.79
Nc1ccc2ccccc2c1S(=O)(=O)O,0.78
Cc1cc(N=Nc2cc(S(=O)(=O)O)c3cccc(S(=O)(=O)O)c3c2)ccc1Nc1nc(NCCO)nc(Nc2ccc(N=Nc3cc(S(=O)(=O)O)c4cccc(S(=O)(=O)O)c4c3)cc2C)n1,0.74
Cc1ccsc1,0.58
NCc1cccc(CN)c1,0.43
CCN(CC)C(=O)c1cccc(C)c1,0.38
CC1CCC(C(=O)O)C(C(=O)O)C1,0.38
O=C(O)C1CCCCC1C(=O)O,0.3
O=[N+]([O-])c1cccc(S(=O)(=O)O)c1,0.2
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,0.15
O=S(=O)(O)c1ccc(O)c2ccccc12,0.11
Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(O)c12,0.04
O=C(O)c1ccccc1Cl,0
Nc1ccc(S(=O)(=O)O)c2ccccc12,-0.22
CC1CCCC(C)N1,-0.3
CN(C)P(=O)(N(C)C)N(C)C,-0.3
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,-0.4
Cc1ccc(N)c(S(=O)(=O)O)c1,-0.4
Nc1nc(N)nc(N)n1,-0.42
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,-0.52
N#CNC(=N)N,-0.52
