SMILES,P_VSA_ppp_hal,P_VSA_v_3,P_VSA_v_2,P_VSA_LogP_8,P_VSA_m_4,P_VSA_p_2,P_VSA_MR_7,P_VSA_charge_6,P_VSA_e_5,TPSA(Tot),P_VSA_LogP_4,P_VSA_ppp_D,P_VSA_charge_1,SdO,MLOGP2,X%,C%,CATS2D_03_LL,CATS2D_04_LL,SM14_EA(dm),O%,MaxdO,F03[C-Cl],N%,F04[C-Cl],gmax,nX,piPC10,nCb-,F05[C-Cl],CATS2D_00_AA,F06[C-Cl],MaxsCl,F01[C-N],Eig15_EA(ed),C-026,LOGP99,nO,SaasC,nHM,ESOL,BLTA96,SHED_DA,nArX,nDB,Cl-089,nN,SpDiam_B(s),SM02_EA(dm),H-050,O-058,ATS5m,ATS4m,SM1_Dz(p),SpMax8_Bh(m),Hy,F05[Cl-Cl],SpMax6_Bh(m),F07[Cl-Cl],SpMax5_Bh(m),ATS3m,SpMax4_Bh(m),F06[Cl-Cl],ATS0m,SpMax3_Bh(m),GATS8p,SM2_B(m),B05[C-O],B01[C-N],B04[C-N],B02[O-O],AVS_B(m),B05[C-Cl],B06[C-Cl],B07[C-Cl],GATS1p,B04[Cl-Cl],GATS1i,B03[Cl-Cl],B08[C-Cl],SpMAD_EA(dm),B05[Cl-Cl],B07[Cl-Cl],DLS_04,AVS_B(p),B08[Cl-Cl],B06[Cl-Cl],SpMaxA_B(s),TPSA_efficiency,SpMax1_Bh(v),DLS_01,LLS_02,SIC1,Mp,Eta_psi1,Mv,SpMaxA_EA(dm),SpPosA_B(p),Eta_D_psiA,Eta_alpha_A,SpPosA_B(v),Eta_D_epsiB,Eta_D_epsiD,X1A,ChiA_B(p),logBCF,F_count,CF2_count,CF3_count,has_SO3,has_COO,F_heavy_ratio
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,0.0,110.1832115,130.6824463,0.0,0.0,130.6824463,0.0,34.17052165,130.6824463,94.07,87.9991031,42.68334316,130.6824463,0.0,3.627971325,0.0,29.59183673,9,8,1.077341089,9.183673469,0.0,0,0.0,0,8.56664495,0,3.36729583,0,0,9,0,0.0,0,1.208194577,0,4.422500096,9,0.0,0,-2.267149108,-3.134723425,6.727171322,0,0,0,0,6.718303195,2.552066732,1,0,3.909490491,3.912975329,-2.468099531,3.286687804,-0.374367256,0,3.416808639,0,3.476714025,3.979559468,3.523357883,0,3.837238685,3.558376161,0.864815942,4.794253361,1,0,0,0,3.071626316,0,0,0,1.814197569,0,1.864049194,0,0,0.371891892,0,0,0.7,2.86375,0,0,0.164916728,0.170142343,3.701347006,0.75,0.75,0.261669442,0.570739796,0.52238806,0.522828571,0.023243243,1.137989744,0.191611946,0.460526316,1.171473931,0.0,0.014912281,0.511194961,0.348778288,1.5,0.0,0.0,0.0,0.0,0.0,0.0
Brc1cccc(Br)c1-c1c(Br)cccc1Br,183.8163744,259.2654269,0.0,183.8163744,0.0,0.0,0.0,18.95249495,0.0,0.0,0.0,0.0,0.0,0.0,41.8568834,18.18181818,54.54545455,14,8,0.0,0.0,0.0,0,0.0,0,3.580468159,4,6.24140216,6,0,0,0,0.0,0,-6.559137428,4,6.403599992,0,6.538518519,4,-7.50806699,-7.699689591,0.0,4,0,0,0,5.792129214,0.0,0,0,5.490343322,5.206455572,0.990284412,2.405051615,-0.733951626,0,3.493723593,0,3.713910365,4.586080055,6.867282359,0,5.24745255,6.867282359,0.303535577,5.471090145,0,0,0,0,4.938192374,0,0,0,0.459404368,0,0.70506962,0,0,0.0,0,0,0.2,3.708242374,0,0,0.294621114,0.0,3.983154456,0.75,0.625,0.500348575,0.964372727,0.988372093,0.851581818,0.0,1.496327906,0.0,0.708333333,1.399130187,0.106951872,0.0,0.447591818,0.257795821,4.97,0.0,0.0,0.0,0.0,0.0,0.0
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,117.4459322,226.7286125,20.76489076,158.6052536,170.2647551,20.76489076,129.1054337,117.4459322,20.76489076,69.59,25.50276201,0.0,20.76489076,0.0,11.02101983,12.5,33.33333333,5,1,0.0,12.5,0.0,6,0.0,3,5.913775825,3,2.784239339,4,0,3,2,5.913775825,0,-6.425858298,4,4.542899902,3,1.220185028,5,-4.543009558,-4.549792136,0.0,3,1,3,0,5.999088159,0.0,0,0,4.02414847,3.992757412,-1.135779613,2.341223504,-0.489301084,1,2.889336566,0,2.911556676,4.105535898,3.399065037,0,3.994499318,3.662996059,0.792314091,4.573968018,1,0,0,1,3.939629129,0,1,1,1.165756348,1,1.350724783,1,1,0.0,1,0,1.0,3.357679129,0,0,0.320481339,0.216420463,3.867112226,1.0,1.0,0.699928934,0.8264625,0.574519963,0.745770833,0.0,1.343433204,0.139480039,0.561011905,1.284463778,0.090198413,0.0,0.463427041,0.279924823,3.58,0.0,0.0,0.0,0.0,0.0,0.0
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,39.14864406,153.6631064,77.18185598,131.0548795,91.96746696,77.18185598,56.4781967,39.14864406,71.51180484,115.41,25.50276201,0.0,20.76489076,21.01021954,4.785110103,3.846153846,30.76923077,2,1,13.4675251,19.23076923,10.50510977,2,3.846153846,1,10.50510977,1,2.784239339,3,0,6,2,5.824393109,1,-5.507136104,3,3.667499933,5,0.122509606,3,-3.494919713,-3.417489452,0.0,1,3,1,1,8.646039116,2.501435952,0,0,3.880499875,3.825318636,-1.871648319,2.301325282,-0.461282139,0,2.881999809,0,2.911556676,3.864778784,3.165241279,0,3.732678383,3.62460116,0.527919895,4.508048199,1,1,1,1,3.802848248,0,1,0,1.218151957,0,1.272092574,0,0,0.307347241,0,0,0.4,3.321560013,0,0,0.459701048,0.387711224,3.879724269,1.0,1.0,0.746181275,0.741253846,0.510152284,0.698757692,0.153673621,1.282925053,0.203847721,0.506722689,1.268643384,0.084993132,0.0,0.465578392,0.283455831,1.89,0.0,0.0,0.0,0.0,0.0,0.0
COP(=S)(OC)Oc1ccccc1,0.0,127.2096032,20.76489076,41.1593214,52.8188229,20.76489076,11.6595015,28.42874242,20.76489076,69.59,25.50276201,0.0,20.76489076,0.0,2.571958052,0.0,33.33333333,2,0,0.0,12.5,0.0,0,0.0,0,5.381759259,0,0.0,1,0,3,0,0.0,0,0.0,1,2.582699958,3,0.661604938,2,-2.645044969,-2.833732538,0.0,0,1,0,0,5.741852456,0.0,0,0,3.030834784,3.217174147,-1.306087057,1.360877538,-0.598103859,0,2.686650299,0,2.752683157,3.408519817,2.883895101,0,3.338692958,2.911556676,0.370021923,4.151516688,1,0,0,1,3.653920467,0,0,0,1.310546017,0,1.344253417,0,0,0.0,0,0,1.0,3.333005082,0,0,0.390120233,0.318883747,3.825204774,1.0,1.0,0.611692063,0.719225,0.595930233,0.642333333,0.0,1.308089625,0.118069768,0.525641026,1.263774734,0.063055556,0.0,0.476893739,0.290804256,1.89,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc2c(oc3c(Cl)c(Cl)c(Cl)cc32)c(Cl)c1Cl,234.8918644,289.666348,9.507346286,234.8918644,234.8918644,9.507346286,234.8918644,234.8918644,9.507346286,13.14,0.0,0.0,9.507346286,0.0,29.73182378,28.57142857,57.14285714,11,10,0.0,4.761904762,0.0,12,0.0,12,6.115498551,6,8.257943174,10,12,1,12,6.115498551,0,-3.970704544,6,7.506399915,1,1.548047367,6,-7.259012579,-6.682689591,0.0,6,0,6,0,6.418761016,0.0,0,0,3.95364196,4.338590905,-0.0428679,2.636028366,-0.620764975,0,3.293353663,5,3.552671462,4.609808582,3.571766038,1,4.205648875,3.675682764,0.0,4.840797549,0,0,0,0,4.278144604,1,1,1,0.529013237,1,0.869781855,1,0,0.0,0,1,0.2,3.69097092,1,1,0.277946741,0.035054957,4.142182175,0.75,0.875,0.576971874,0.983214286,0.584075432,0.942238095,0.0,1.404781987,0.129924566,0.558897243,1.372193505,0.216120388,0.0,0.424456731,0.253222929,3.98,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc2c(oc3cc(Cl)c(Cl)c(Cl)c32)c(Cl)c1Cl,234.8918644,289.666348,9.507346286,234.8918644,234.8918644,9.507346286,234.8918644,234.8918644,9.507346286,13.14,0.0,0.0,9.507346286,0.0,29.73182378,28.57142857,57.14285714,11,11,0.0,4.761904762,0.0,13,0.0,12,6.200565634,6,8.267858053,10,12,1,11,6.200565634,0,-3.99811817,6,7.506399915,1,1.597712585,6,-7.259012579,-6.682689591,0.0,6,0,6,0,6.433219728,0.0,0,0,3.958257972,4.387259718,-0.0428679,2.795913036,-0.620764975,0,3.293285014,4,3.520596965,4.600281257,3.599685495,2,4.205648875,3.672179765,0.0,4.840797549,0,0,0,0,4.278144604,1,1,1,0.529013237,1,0.869781855,1,0,0.0,0,1,0.2,3.69097092,1,1,0.277583759,0.035054957,4.14312561,0.75,0.875,0.576971874,0.983214286,0.584075432,0.942238095,0.0,1.405512527,0.129924566,0.558897243,1.373086337,0.216120388,0.0,0.424456731,0.253222929,3.94,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc2c(c(Cl)c1Cl)Oc1c(cc(Cl)c(Cl)c1Cl)O2,234.8918644,295.8217109,21.99977578,234.8918644,234.8918644,21.99977578,234.8918644,234.8918644,21.99977578,26.28,0.0,0.0,21.99977578,0.0,20.90227406,27.27272727,54.54545455,6,5,0.394886065,9.090909091,0.0,12,0.0,8,6.082816201,6,7.562551368,10,8,2,12,6.082816201,0,-3.402161668,10,7.504999802,2,2.122421615,6,-7.069069333,-5.801900486,0.0,6,0,6,0,6.210006605,1.375839903,0,0,3.935260802,4.406938079,-0.808170857,2.891976396,-0.590384667,0,3.310717156,2,3.476486608,4.650376315,3.571978835,1,4.231768362,3.61119474,1.070516003,4.846900329,0,0,0,0,4.165223899,1,1,1,0.603300104,1,1.006768547,1,1,0.156363636,0,1,0.4,3.563523899,1,1,0.259543691,0.067239791,3.947026057,0.75,0.875,0.541120179,0.959181818,0.55744062,0.9319,0.039090909,1.350644954,0.156559378,0.547619048,1.329783079,0.21894576,0.0,0.427125209,0.264150165,3.92,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc2c(oc3c(Cl)c(Cl)ccc32)c(Cl)c1Cl,195.7432203,256.4933449,9.507346286,195.7432203,195.7432203,9.507346286,195.7432203,195.7432203,9.507346286,13.14,0.0,0.0,9.507346286,0.0,27.19748426,23.80952381,57.14285714,11,9,0.0,4.761904762,0.0,10,0.0,10,6.10869583,5,8.134363322,9,10,1,10,6.10869583,0,-4.509344137,5,6.852999933,1,1.641501008,5,-6.707274447,-6.445120733,0.0,5,0,5,0,6.383521326,0.0,0,0,3.75113666,4.133565793,-0.212284808,2.615071556,-0.654425009,0,3.264297931,3,3.394750075,4.454629313,3.557055152,1,4.066607415,3.639650315,1.475183872,4.748730909,0,0,0,0,4.22772486,1,1,1,0.530817494,1,0.860814303,1,0,0.0,0,1,0.2,3.703102638,1,1,0.292576579,0.038601645,4.138791887,0.75,0.875,0.601804128,0.942361905,0.58973632,0.902833333,0.0,1.399840282,0.124263681,0.55026455,1.372758618,0.19732014,0.0,0.425145388,0.25417709,3.57,0.0,0.0,0.0,0.0,0.0,0.0
Clc1ccc2c(oc3c(Cl)c(Cl)c(Cl)c(Cl)c32)c1Cl,234.8918644,289.666348,9.507346286,234.8918644,234.8918644,9.507346286,234.8918644,234.8918644,9.507346286,13.14,0.0,0.0,9.507346286,0.0,29.73182378,28.57142857,57.14285714,11,9,0.0,4.761904762,0.0,13,0.0,13,6.204639708,6,8.237813537,10,12,1,11,6.204639708,0,-3.9396592,6,7.506399915,1,1.43220616,6,-7.259012579,-6.682689591,0.0,6,0,6,0,6.465271363,0.0,0,0,4.043228473,4.422296604,-0.0428679,2.888443647,-0.620764975,1,3.294101798,4,3.404022516,4.635615506,3.636089177,2,4.205648875,3.705369698,1.751989925,4.840797549,0,0,0,0,4.278144604,1,1,1,0.529013237,1,0.869781855,1,0,0.0,1,1,0.2,3.69097092,1,1,0.278597,0.035054957,4.144569677,0.75,0.875,0.576971874,0.983214286,0.584075432,0.942238095,0.0,1.403156091,0.129924566,0.558897243,1.370251554,0.216120388,0.0,0.425258481,0.253471027,2.78,0.0,0.0,0.0,0.0,0.0,0.0
CCc1cccc(-c2cccc(CC)c2)c1,0.0,111.2717516,0.0,0.0,0.0,0.0,0.0,93.46038831,0.0,0.0,0.0,0.0,0.0,0.0,24.17582468,0.0,47.05882353,22,18,0.0,0.0,0.0,0,0.0,0,2.286481481,0,6.385721242,4,0,0,0,0.0,0,-5.316964521,0,4.478399992,0,5.461206538,0,-4.690347761,-6.146891771,0.0,0,0,0,0,5.545510509,0.0,0,0,3.013149795,3.126735068,1.42109e-14,2.318349731,-0.978602168,0,2.568837917,0,2.807117724,3.269909754,3.129886926,0,2.840674299,3.230419861,1.055121528,4.156383221,0,0,0,0,3.499992374,0,0,0,1.001785714,0,1.001785714,0,0,0.0,0,0,0.7,3.499992374,0,0,0.28825956,0.0,3.974877015,0.75,0.75,0.484203309,0.672135294,0.714285714,0.610035294,0.0,1.308945585,0.0,0.5,1.308945585,0.049104859,0.0,0.460589988,0.278299827,3.76,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc(Cl)c2cc(Cl)ccc2c1,117.4459322,180.4749179,0.0,117.4459322,117.4459322,0.0,117.4459322,126.9221797,0.0,0.0,0.0,0.0,0.0,0.0,25.34426761,16.66666667,55.55555556,11,7,0.0,0.0,0.0,7,0.0,7,5.991203704,3,5.689455065,5,5,0,2,5.991203704,0,0.0,3,4.799999945,0,1.945874906,3,-5.110272589,-6.26430905,0.0,3,0,3,0,6.10553651,0.0,0,0,3.326212955,3.637202593,0.456221592,1.7921316,-0.747629824,1,2.533469969,1,2.666723006,3.583615119,3.271778315,0,3.615581688,3.580966911,0.0,4.34895744,0,0,0,0,4.040576012,1,1,0,0.526792429,1,0.792162405,0,0,0.0,1,1,0.2,3.645245242,0,0,0.386036917,0.0,4.047146198,0.75,0.75,0.537307746,0.867738889,0.640204866,0.810538889,0.0,1.391918928,0.073795132,0.549450549,1.362228012,0.14399093,0.0,0.440335986,0.260006309,4.43,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,119.6809062,134.3117374,141.6806819,7.763852133,0.0,21.99977578,0.0,55.55539842,21.99977578,18.46,0.0,0.0,21.99977578,0.0,26.54689849,17.77777778,42.22222222,20,16,14.18260227,4.444444444,0.0,0,0.0,0,12.95231597,8,6.739540009,4,0,2,0,0.0,0,-2.0,2,6.48589991,2,0.203000542,0,-6.54752423,-6.382368241,0.0,0,0,0,0,9.446814954,3.511927455,0,0,4.006394714,3.983969618,-3.022529986,2.686650299,-0.64864196,0,2.798941069,0,3.285771594,4.297792186,3.559243516,0,3.776992676,3.630543483,1.353857257,4.785590439,1,0,0,0,3.53331993,0,0,0,1.191400794,0,0.912772878,0,0,0.636317555,0,0,0.9,3.124154413,0,0,0.290078038,0.043095599,3.964757641,0.75,0.75,0.562989039,0.634351111,0.404986836,0.662613333,0.087355213,1.118676913,0.309013158,0.429392447,1.197376501,0.103146756,0.0,0.44178971,0.294980528,4.35,8.0,4.0,0.0,0.0,0.0,0.27586206896551724
CC(C)(C)CC(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,59.84045308,104.9912175,70.84034097,3.881926067,0.0,10.99988789,0.0,63.07851626,10.99988789,9.23,0.0,0.0,10.99988789,0.0,24.08332663,9.302325581,37.20930233,16,17,13.48945578,2.325581395,0.0,0,0.0,0,12.81678325,4,4.320815904,2,0,1,0,0.0,0,-3.0,1,5.637099981,1,0.681247166,0,-5.348924612,-6.137476605,0.0,0,0,0,0,9.404025195,2.82102168,0,0,3.582273591,3.648000873,-2.376913041,2.498885847,-0.750438138,0,2.686650299,0,2.780578658,3.856625064,3.274054294,0,3.365268074,3.56003958,1.198950893,4.389077123,1,0,0,0,3.358816142,0,0,0,1.345095762,0,1.027597227,0,0,0.422131587,0,0,0.9,3.076297095,0,0,0.400322791,0.030125987,3.917061653,0.75,0.875,0.525699299,0.607039535,0.475621415,0.583637209,0.124793161,1.161777752,0.238378584,0.451247166,1.216214121,0.038795851,0.0,0.444473925,0.292046521,3.92,4.0,2.0,0.0,0.0,0.0,0.19047619047619047
Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl,234.8918644,289.666348,9.507346286,234.8918644,234.8918644,9.507346286,234.8918644,234.8918644,9.507346286,13.14,0.0,0.0,9.507346286,0.0,29.73182378,28.57142857,57.14285714,12,8,0.0,4.761904762,0.0,13,0.0,12,6.204639708,6,8.261259069,10,12,1,11,6.204639708,0,-3.941943165,6,7.506399915,1,1.552959499,6,-7.259012579,-6.682689591,0.0,6,0,6,0,6.451528696,0.0,0,0,4.104115886,4.387259718,-0.0428679,2.620060647,-0.620764975,1,3.32374357,4,3.406488384,4.600281257,3.667439372,1,4.205648875,3.704591678,0.0,4.840797549,0,0,0,0,4.278144604,1,1,1,0.529013237,1,0.869781855,1,0,0.0,1,1,0.2,3.69097092,1,1,0.277922899,0.035054957,4.143282,0.75,0.875,0.576971874,0.983214286,0.584075432,0.942238095,0.0,1.403452872,0.129924566,0.558897243,1.370861524,0.216120388,0.0,0.424456731,0.253222929,3.9,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cccc2cccc(Cl)c12,78.29728812,147.3019148,0.0,78.29728812,78.29728812,0.0,78.29728812,116.202278,0.0,0.0,0.0,0.0,0.0,0.0,20.20048184,11.11111111,55.55555556,10,11,0.0,0.0,0.0,6,0.0,6,5.97787037,2,5.55020021,4,2,0,0,5.97787037,0,0.0,2,4.146599963,0,1.413148148,2,-4.498712146,-5.724494615,0.0,2,0,2,0,6.086494114,0.0,0,0,2.420187974,3.558708901,0.325988907,0.958035926,-0.807328042,0,2.286766904,0,2.550456483,3.478540053,3.08299428,0,3.348763178,3.408303193,0.0,4.193664483,0,0,0,0,3.946149013,1,0,0,0.58963305,1,0.795434355,0,0,0.0,0,0,0.5,3.660632346,0,0,0.416416987,0.0,4.043883546,0.75,0.75,0.506791689,0.820077778,0.657894737,0.764566667,0.0,1.380428288,0.056105264,0.535714286,1.360545426,0.12244898,0.0,0.445207208,0.26270587,3.79,0.0,0.0,0.0,0.0,0.0,0.0
CC(C)CC(C)(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,119.6809062,145.6714734,141.6806819,7.763852133,0.0,21.99977578,0.0,64.38060268,21.99977578,18.46,0.0,0.0,21.99977578,0.0,33.35637889,14.81481481,40.74074074,25,26,14.18260227,3.703703704,0.0,0,0.0,0,13.12432903,8,6.859795239,4,0,2,0,0.0,0,-1.286813482,2,7.512099922,2,0.322994873,0,-7.235914554,-7.005498151,0.0,0,0,0,0,9.481772053,3.511927455,0,0,4.238389139,4.167130374,-3.022529986,2.750037202,-0.68144953,0,3.157045793,0,3.491076733,4.379163042,3.559243516,0,3.844320176,3.642620548,1.056270198,4.861301484,1,0,0,0,3.495008687,0,0,0,1.232461525,0,0.937896959,0,0,0.578470505,0,0,0.9,3.124202437,0,0,0.262883441,0.039239861,3.978706977,0.75,0.625,0.549311084,0.626481481,0.4247608,0.637,0.07941383,1.130862069,0.289239198,0.436011905,1.203273873,0.078274812,0.0,0.444551319,0.295375208,3.76,8.0,4.0,0.0,0.0,0.0,0.25
CC(C)C(C)C(C)(C)c1ccc(OC(F)(F)C(F)F)cc1,59.84045308,102.4566858,70.84034097,3.881926067,0.0,10.99988789,0.0,63.07851626,10.99988789,9.23,0.0,0.0,10.99988789,0.0,24.08332663,9.302325581,37.20930233,20,16,13.48945578,2.325581395,0.0,0,0.0,0,12.82842075,4,4.226833745,2,0,1,0,0.0,0,-3.0,1,5.492999986,1,0.688391912,0,-5.32613828,-6.137476605,0.0,0,0,0,0,9.442788463,2.82102168,0,0,3.573732535,3.670382546,-2.376913041,2.502533208,-0.750438138,0,2.766574859,0,2.827825966,3.915990265,3.227608339,0,3.365268074,3.542573442,1.145236618,4.389077123,1,0,0,0,3.358816142,0,0,0,1.345095762,0,1.027597227,0,0,0.422131587,0,0,0.9,3.076297095,0,0,0.400322789,0.030125987,3.922692148,0.75,0.875,0.517127726,0.607039535,0.475621415,0.583637209,0.124793161,1.154323498,0.238378584,0.451247166,1.208936682,0.038795851,0.0,0.451471663,0.295278326,3.71,4.0,2.0,0.0,0.0,0.0,0.19047619047619047
COc1c(Cl)c(Cl)cc(Cl)c1Cl,156.5945762,196.1997353,10.99988789,156.5945762,156.5945762,10.99988789,156.5945762,156.5945762,10.99988789,9.23,0.0,0.0,10.99988789,0.0,15.27814381,25.0,43.75,4,2,0.216809565,6.25,0.0,8,0.0,6,5.770570988,4,0.0,5,2,1,0,5.770570988,0,0.0,5,4.308799908,1,1.48962963,4,-4.558285404,-5.138726622,0.0,4,0,4,0,6.08205761,0.907935927,0,0,3.311802498,3.879854115,-0.357114847,1.429017551,-0.565129629,2,2.464214223,0,3.029241559,4.068762637,3.293952323,0,3.798925517,3.497739095,0.0,4.340227571,0,0,0,0,3.995328249,1,0,0,0.61652133,1,1.188853822,1,0,0.143333333,1,0,0.3,3.351153249,0,0,0.428050193,0.037534057,3.868614413,1.0,1.0,0.675704883,0.87073125,0.56177529,0.82075,0.071666667,1.338856504,0.152224705,0.557539683,1.30528179,0.14163961,0.0,0.464548839,0.277896319,3.69,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc2oc3cc(Cl)c(Cl)c(Cl)c3c2cc1Cl,195.7432203,256.4933449,9.507346286,195.7432203,195.7432203,9.507346286,195.7432203,195.7432203,9.507346286,13.14,0.0,0.0,9.507346286,0.0,27.19748426,23.80952381,57.14285714,12,9,0.0,4.761904762,0.0,11,0.0,9,6.191306374,5,8.178475467,9,10,1,9,6.191306374,0,-4.473509317,5,6.852999933,1,1.811919564,5,-6.707274447,-6.445120733,0.0,5,0,5,0,6.378500558,0.0,0,0,3.837076551,4.148716722,-0.212284808,2.608712499,-0.654425009,0,3.266494723,2,3.404104835,4.400512079,3.562858953,1,4.066607415,3.667606435,0.0,4.748730909,0,0,0,0,4.22772486,1,1,1,0.530817494,1,0.860814303,1,0,0.0,0,1,0.2,3.703102638,1,1,0.291172816,0.038601645,4.138426815,0.75,0.875,0.601804128,0.942361905,0.58973632,0.902833333,0.0,1.40097848,0.124263681,0.55026455,1.37437551,0.19732014,0.0,0.42430355,0.253916391,3.58,0.0,0.0,0.0,0.0,0.0,0.0
Cc1ccc2c(ccc3ccccc32)c1,0.0,107.588864,0.0,0.0,0.0,0.0,0.0,85.28622726,0.0,0.0,0.0,0.0,0.0,0.0,21.04703785,0.0,55.55555556,24,18,0.0,0.0,0.0,0,0.0,0,2.23787037,0,7.808475416,5,0,0,0,0.0,0,-5.423521111,0,4.301420033,0,1.317389928,0,-4.581271608,-5.817705075,0.0,0,0,0,0,6.017930805,0.0,0,0,2.752698524,3.092010208,-1.24e-14,2.05919911,-0.976722649,0,2.567959404,0,2.720462088,3.322390945,3.001167049,0,2.77787931,3.231929417,1.17,4.196000918,0,0,0,0,3.771189154,0,0,0,0.806896552,0,0.806896552,0,0,0.0,0,0,0.5,3.771189154,0,0,0.320863507,0.0,4.142367318,0.75,0.75,0.456204469,0.724755556,0.714285714,0.672622222,0.0,1.369098095,0.0,0.5,1.369098095,0.075880759,0.0,0.431960976,0.258834103,3.48,0.0,0.0,0.0,0.0,0.0,0.0
COc1c(Cl)cc(Cl)c(Cl)c1Cl,156.5945762,196.1997353,10.99988789,156.5945762,156.5945762,10.99988789,156.5945762,156.5945762,10.99988789,9.23,0.0,0.0,10.99988789,0.0,15.27814381,25.0,43.75,3,4,0.216809565,6.25,0.0,8,0.0,6,5.778070988,4,0.0,5,1,1,1,5.778070988,0,0.0,5,4.308799908,1,1.479953704,4,-4.558285404,-5.138726622,0.0,4,0,4,0,6.085393078,0.907935927,0,0,2.991867486,3.971446518,-0.357114847,1.575928419,-0.565129629,1,2.49176026,0,3.029585488,4.068762637,3.268477669,0,3.798925517,3.590971399,0.0,4.340227571,0,0,0,0,3.995328249,1,1,0,0.61652133,1,1.188853822,1,0,0.143333333,1,0,0.3,3.351153249,0,0,0.428336956,0.037534057,3.86871217,1.0,1.0,0.675704883,0.87073125,0.56177529,0.82075,0.071666667,1.3421031,0.152224705,0.557539683,1.308847526,0.14163961,0.0,0.464548839,0.277896319,3.34,0.0,0.0,0.0,0.0,0.0,0.0
Clc1cc2oc3c(Cl)c(Cl)cc(Cl)c3c2c(Cl)c1Cl,234.8918644,289.666348,9.507346286,234.8918644,234.8918644,9.507346286,234.8918644,234.8918644,9.507346286,13.14,0.0,0.0,9.507346286,0.0,29.73182378,28.57142857,57.14285714,11,7,0.0,4.761904762,0.0,14,0.0,13,6.204639708,6,8.247929005,10,12,1,10,6.204639708,0,-4.017194946,6,7.506399915,1,1.732406778,6,-7.259012579,-6.682689591,0.0,6,0,6,0,6.455614921,0.0,0,0,4.181659173,4.467143685,-0.0428679,2.635864084,-0.620764975,2,3.33372877,4,3.54954686,4.542396563,3.582056517,2,4.205648875,3.695036674,1.751989925,4.840797549,0,0,0,0,4.278144604,1,1,1,0.529013237,1,0.869781855,1,0,0.0,1,1,0.2,3.69097092,1,1,0.277806884,0.035054957,4.145244616,0.75,0.875,0.576971874,0.983214286,0.584075432,0.942238095,0.0,1.406497489,0.129924566,0.558897243,1.37400753,0.216120388,0.0,0.424456731,0.253243557,3.2,0.0,0.0,0.0,0.0,0.0,0.0
CCCCC(CC)C(c1ccc(OC(F)(F)C(F)F)cc1)c1ccc(OC(F)(F)C(F)F)cc1,119.6809062,144.4498644,141.6806819,7.763852133,0.0,21.99977578,0.0,63.15899364,21.99977578,18.46,0.0,0.0,21.99977578,0.0,38.13054498,13.33333333,40.0,26,28,14.18260227,3.333333333,0.0,0,0.0,0,13.19911789,8,6.963943604,4,0,2,0,0.0,0,0.056744589,2,8.508299924,2,0.462277805,0,-7.687510519,-7.404993521,0.0,0,0,0,0,9.406696697,3.511927455,0,0,4.33536363,4.202696736,-3.022529986,2.822162115,-0.700127138,0,3.303217709,0,3.55159713,4.393108479,3.559243516,0,3.886811833,3.64749295,0.944384257,4.903587135,1,0,0,0,3.463714058,0,0,0,1.254287648,0,0.953684876,0,0,0.545415047,0,0,0.9,3.114719941,0,0,0.247419825,0.037031093,3.968314389,0.75,0.5,0.528633417,0.622546667,0.436596218,0.624193333,0.074875897,1.133985586,0.277403772,0.43977591,1.202314109,0.066798942,0.0,0.454487176,0.301070582,3.19,8.0,4.0,0.0,0.0,0.0,0.23529411764705882
COc1cc(Cl)c(Cl)c(Cl)c1,117.4459322,163.0267322,10.99988789,117.4459322,117.4459322,10.99988789,117.4459322,117.4459322,10.99988789,9.23,0.0,0.0,10.99988789,0.0,13.08457441,18.75,43.75,4,3,0.216809565,6.25,0.0,6,0.0,3,5.701481481,3,0.0,4,2,1,1,5.701481481,0,0.0,4,3.655399926,1,1.755154321,3,-3.996959449,-4.847260622,0.0,3,0,3,0,5.948435921,0.907935927,0,0,2.555611087,3.437493666,-0.483598302,1.158887415,-0.614080757,0,2.148132745,0,2.757478891,3.80907996,3.198083902,0,3.582065648,3.393261792,0.0,4.183460519,0,0,0,0,3.888385363,1,1,0,0.679649491,1,1.185101045,1,0,0.156363636,0,0,0.5,3.341385363,0,0,0.462540649,0.043646853,3.854537707,1.0,1.0,0.714614648,0.8171125,0.567873303,0.76903125,0.078181818,1.322890294,0.146126702,0.543290043,1.298388903,0.123133117,0.0,0.467915064,0.28142494,3.09,0.0,0.0,0.0,0.0,0.0,0.0
