SMILES,SM1_Dz(p),SpMaxA_B(s),P_VSA_v_3,P_VSA_p_2,MLOGP2,LOGP99,ESOL,BLTA96,logBCF
CC(S)CC(=O)OCC(COC(=O)CC(C)S)(COC(=O)CC(C)S)COC(=O)CC(C)S,-2.200286551,0.225358244,246.8283214,144.5792597,8.343239235,2.979200035,-3.386469946,-4.118466589,2.23
OC3(Cn1ncnc1)(C(Cc2ccc(cc2)Cl)CCC3(C)(C)),-1.336920277,0.285422649,128.3367089,77.90845079,18.06933666,3.341499977,-4.351223241,-5.480804237,2.11
CCCCCCCCCCCCCCCC[n+]1ccccc1,-0.470003629,0.205782553,92.93793553,1.899092759,34.13267156,6.455400072,-5.086634476,-7.072317311,2.18
CC=CC(=O)C1C(C)C=CCC1(C)C,-0.78845736,0.530428632,80.87381601,25.14492703,8.985496211,3.370000064,-3.232268921,-4.227581727,2.14
n1cscc1c2nc3ccccc3([nH]2),-0.878339612,0.357449989,93.42493943,50.35658864,2.328384077,2.204499975,-2.910017667,-2.755904347,1.98
O(c1cc(c(cc1Cl)Br)Cl)P(OC)(OC)=S,-1.058935472,0.319162833,233.08856,20.76489076,11.9822233,4.651999931,-4.887169839,-4.691534818,2.12
c1ccc2c(c1)ccc1c3ccccc3ccc21,-1.77636E-14,0.270486201,129.152756,0,26.67448757,5.146200031,-5.249832569,-6.394734995,2.24
O=[N+]([O-])c1cc(c(c(c1Cl)Cl)Cl)Cl,-1.172234429,0.601148536,182.8299974,56.41696522,15.9895326,4.731599905,-4.731205431,-5.228691361,1.9
Nc1cc(c(c(c1Cl)Cl)Cl)Cl,0.157687276,0.469460902,182.8299974,32.89718747,13.08457441,3.882399969,-4.250830393,-4.847260622,2.21
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,-0.470003629,0.225291636,96.03219683,3.124313894,20.0687979,4.648600072,-4.653075652,-5.70982119,2.2
O=[N+]([O-])c1ccccc1Cl,-1.336920277,0.781491848,83.31098804,56.41696522,6.292940487,2.77139996,-2.905602903,-3.738573397,2.1
Clc1c(ccc(c1)Cc1cc(c(cc1)N)Cl)N,-0.595865058,0.292783934,156.5751628,65.79437494,14.75874689,3.748600073,-4.328188137,-5.071711454,2.33
O=[N+]([O-])c1ccc(OP(OCC)(OCC)=S)cc1,-1.900867952,0.434161916,125.5591667,77.18185598,4.941172319,3.794299956,-3.294250624,-3.452874787,2.05
O=C(Oc1cccc(c1)NC(=O)OCC)Nc2ccccc2,-1.945910149,0.337994753,122.9857458,108.3111312,4.35363317,3.865899958,-3.603502599,-3.316536165,2.2
n1c3ccccc3(cc2ccccc12),-0.470003629,0.353062578,94.72043,16.78552955,9.308596298,3.388000004,-3.781642089,-4.280999229,2.25
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-0.357114847,0.574265961,180.0732498,42.68334316,13.08457441,4.005799912,-4.396111846,-4.847260622,2.15
C#CCOCOc1ccc(cc1)Cl,-1.165429462,0.410309195,137.3921116,21.99977578,7.882462178,2.326099964,-3.014708367,-4.037572292,2.03
OC(C(Oc1ccc(cc1)c2ccccc2)n3ncnc3)C(C)(C)C,-1.648658626,0.250869155,140.6136034,88.90833868,16.7210436,3.929699935,-4.54564234,-5.319137268,2.31
Cc1ccc(N=C=O)cc1N=C=O,-1.526056303,0.577478303,81.82709312,83.86091316,2.368191967,1.929620013,-2.351197818,-2.768893098,2.32
O=C(Nc1ccc(O)c(c1Cl)Cl)C2(C)(CCCCC2),-1.284981199,0.390909278,133.2102566,85.83902088,11.81808586,4.607899956,-4.704502697,-4.667744299,2.2
COc1ccc(Cl)c(Cl)c1Cl,-0.483598302,0.463342218,163.0267322,10.99988789,13.08457441,3.655399926,-3.996959449,-4.847260622,2.28
Clc1c(c(cc(c1Cl)Cl)Cl)O,-0.357114847,0.574250634,180.0732498,42.68334316,13.08457441,4.005799912,-4.396111846,-4.847260622,2.16
CCOC(=O)c1ccccc1C(=O)OCC,-1.757857918,0.464852959,85.49397904,72.28962984,6.641418243,2.040000036,-2.518589501,-3.807094923,2.07
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,-1.71762842,0.431354307,185.3124869,45.83151273,8.134415792,3.314419928,-4.551678026,-4.082089724,1.95
O=C(N(CC)CC)C(Oc1cccc2ccccc12)C,-1.386294361,0.371311538,112.1147606,39.26912881,9.61341943,3.47550004,-3.654994183,-4.330551472,1.99
Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,-1.103467151,0.314984961,163.1296984,21.99977578,9.299903162,4.891399875,-4.728990283,-4.279574259,2.22
c1ccc2nc3ccc4ccccc4c3cc2c1,-0.470003629,0.276354396,118.8188537,16.78552955,15.28939922,4.541200019,-4.757672837,-5.140166137,2.03
C2(=C(C3(C1CCC4C(CCC1C2(C3(Cl)Cl)Cl)C5(C(=C(C4(C5(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,1.197673002,0.172650092,493.9242818,0,62.22896779,9.716199726,-9.954393189,-9.118533945,2.03
O=S(=O)(O)c1ccccc1CCCCCCCCCCCC,-1.436726034,0.353088727,80.68537519,83.40904206,26.46726586,5.396700035,-4.814298616,-6.374634667,2.02
COc1ccc(C(=O)c2ccccc2)c(O)c1,-1.526056303,0.43689507,103.4410925,78.82815808,10.11875222,2.631799996,-3.423956417,-4.410998619,1.97
O=C1c2ccccc2C(=O)c2c1c(cc(c2N)Oc1ccc(cc1)Br)O,-1.78791877,0.285979955,170.5482835,136.8702726,9.394058531,4.304600053,-5.237291607,-4.294972844,2.02
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,-1.526056303,0.395111338,126.1032329,83.86091316,8.875586824,3.212000005,-3.647766475,-4.209192311,2.18
Brc1ccc(-c2cc(Br)cc(Br)c2)cc1,0.819339206,0.311394912,219.7324764,0,34.14349385,5.641099982,-6.559637577,-7.073243436,1.92
CCCCCCCCN(CCCCCCCC)CCCCCCCC,-0.470003629,0.151494466,78.41429712,3.124313894,52.24793353,8.369900085,-5.947516221,-8.458273206,1.95
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,-1.794189847,0.185018912,198.0651435,68.22477129,18.87185375,4.665499881,-5.333092918,-5.574174691,1.98
O=C(c1c(cc(cc1)OCCCCCCCC)O)c1ccccc1,-1.526056303,0.30946749,121.1828147,78.82815808,33.20255185,5.362500012,-5.1918615,-6.992165552,2.01
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(NC)C(C)O4)C(C)O3)C(C)C=CC=C3COC4C(O)C(C)=CC(C(=O)O1)C34O)O2,-2.844909384,0.117955865,204.3646197,238.5212429,3.627558441,5.604500249,-7.32705907,-3.134615037,1.9
N#CSCSC1=Nc2ccccc2S1,-0.020488666,0.486945344,151.478593,47.84488532,5.034699048,3.560179975,-3.591357939,-3.473813506,2.07
CCCCCC[Si](CCCCCC)(CCCCCC)O,-0.423370512,0.312392238,56.88999366,0,24.88682023,6.665100075,-4.925111222,-6.218669184,2.11
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-1.336920277,0.353636753,129.6291793,39.26912881,15.30798583,4.157400019,-4.251605643,-5.142542119,1.9
FC(c1c(ccc(c1)Cl)[N+](=O)[O-])(F)F,-2.325910918,0.608079465,84.77983156,56.41696522,12.82066976,3.790199943,-3.94892247,-4.810596285,1.95
CCCCCCCCCC[n+]1cccc(COCCCCOCc2ccc[n+](CCCCCCCCCC)c2)c1,-1.526056303,0.114663044,166.3187481,25.79796129,36.12459486,9.056600153,-6.544378273,-7.240373937,2
O=C(OC(C)C)c1ccccc1(OP(OCC)(NC(C)C)=S),-1.703237862,0.337841566,152.2374458,63.32817211,8.921878603,3.889600034,-3.779218217,-4.216951389,2.12
Cc1cccc(OP(=O)(Oc2cccc(C)c2)Oc2cccc(C)c2)c1,-1.664834776,0.284509872,182.0410681,41.0281086,29.94521415,6.256759949,-6.125314379,-6.702222049,2.31
N#CC(OC(=O)C(Nc1ccc(cc1Cl)C(F)(F)F)C(C)C)c3cccc(Oc2ccccc2)c3,-2.487902159,0.243231533,225.1819753,96.21480926,23.13988988,7.39567991,-6.930048056,-6.040393943,2.3
Brc1ccc(Br)cc1,0.613021136,0.571479348,135.923386,0,14.40107845,3.211600006,-4.150081018,-5.024875287,2.29
CC(=O)c1c(O)cc(C)oc1=O,-1.757857918,0.620571166,47.88046685,103.9730851,1.091820414,0.848100051,-1.360298633,-2.274902107,2.12
O(c1ccc(N)cc1)c2c(cc(cc2Cl)Cl)Cl,-0.798362686,0.298439518,198.0488404,43.89707536,14.75874689,5.021299943,-4.98149284,-5.071711454,1.95
Clc1c(ccc(c1)c1cc(c(cc1)N)Cl)N,-0.595865058,0.31235363,154.040631,65.79437494,12.85634277,3.824800029,-4.213921919,-4.815574259,2.23
Nc1ccc(cc1Cl)c2ccc(N)c(Cl)c2,-0.595865058,0.31235363,154.040631,65.79437494,12.85634277,3.824800029,-4.213921919,-4.815574259,2.227886705
COc1ccc(c(O)c1)C(=O)c2ccccc2,-1.526056303,0.43689507,103.4410925,78.82815808,10.11875222,2.631799996,-3.423956417,-4.410998619,2.193124598
Cc1cccc(C(C)(C)C)c1O,-0.78845736,0.5259863,70.10070937,42.68334316,9.639327399,2.998120032,-3.342826793,-4.334726622,2.06
FC(F)(F)c1ccc(Cl)cc1,-1.979068568,0.773915474,91.49933148,0,15.58801118,3.358799949,-3.83381886,-5.178165546,2.21
c1ccncc1,-0.470003629,0.784291453,46.52358257,16.78552955,0.21921874,1.081599973,-1.431350113,-1.698208009,1.94
C1=CC2C3C=CC(C3)C2C1,-3.55271E-15,0.425589579,42.97405337,0,10.67324678,2.384600043,-2.643297982,-4.496993538,2.27
C=CC1CCC(C2CCC(c3ccc(C)cc3)CC2)CC1,-1.42109E-14,0.214116212,98.62076544,0,34.30388773,6.26122006,-5.931755585,-7.086952086,2.08
CC(C)CCOCCC(C)C,-0.78845736,0.394064872,49.55465029,10.99988789,8.377859337,3.095200039,-2.53245345,-4.124453202,2.24
CCCCCCc1ccc(O)cc1,-0.78845736,0.485594102,62.5884278,42.68334316,11.46342015,3.515000015,-3.400419955,-4.615767292,2.29
O=S(=O)(Oc1nc(nc(c1CCCC)C)NCC)N(C)C,-1.888114557,0.367698901,73.14499975,105.9587363,6.626263117,1.744620006,-2.975080493,-3.804152893,2.27
Brc1ccc(cc1)Br,0.613021136,0.571479348,135.923386,0,14.40107845,3.211600006,-4.150081018,-5.024875287,2.25
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,-1.223775432,0.252606771,130.1546054,85.36668632,26.54689849,5.900440089,-6.06922366,-6.382368241,1.97
n1cnn(c1)CC(c2ccc(cc2Cl)Cl)CCC,-0.881533642,0.276428673,150.149976,35.22510763,21.12731247,4.168799929,-4.50918794,-5.826445634,1.97
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,-1.526056303,0.337830959,105.7960324,61.28974195,11.55305996,4.002000086,-3.883802887,-4.628979252,2.23
BrCCCCCCCCCCBr,0.613021136,0.302518009,116.9925636,0,22.61738925,4.897000045,-4.586007667,-5.985774307,1.93
O=C(O)c1nc(cc(N)c1Cl)Cl,-1.438554688,0.623208351,100.7692908,117.5109872,0.64304699,1.668800026,-2.309031694,-2.031902107,2
FC(F)(F)c1cccc(Cl)c1,-1.979068568,0.773915547,91.49933148,0,15.58801118,3.358799949,-3.83381886,-5.178165546,2.32
N#Cc1c(cccc1Cl)Cl,-0.194414804,0.681996485,133.5145649,31.05935577,8.735039729,2.865079958,-3.367477758,-4.185510062,2
CCNc1nc(SC)nc(n1)NC(C)(C)C,-1.282848678,0.315199894,81.30769051,86.37809001,8.370589554,2.235699929,-3.016040517,-4.123197116,1.95
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,-0.808170857,0.300861748,283.7536801,85.36668632,23.08077071,6.608999886,-6.835347791,-6.034245071,2.170261715
CC=C1CC2C=CC1C2,-1.77636E-15,0.475123327,45.50858511,0,8.782973583,2.528700039,-2.607121173,-4.193608203,2.2
O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,-1.230195952,0.651243847,149.6569943,56.41696522,13.65528663,4.078199923,-4.164415843,-4.925306026,2.19
O=C(O)C2(C)(CCCC3(C)(C1C(C=C(CC1)C(C)C)=CCC23)),-1.223775432,0.339862975,76.7415268,67.82827019,21.51599469,5.206200086,-5.118858677,-5.868533679,1.97
O=C1c2ccccc2c3cccc4cccc1c34,-0.78845736,0.412619481,117.7841806,25.14492703,17.45707227,4.051199995,-4.569584698,-5.408166137,2.173186268
CC(C)c1ccc([N+](=O)[O-])cc1,-1.386294361,0.651242236,61.49772092,56.41696522,8.359650538,3.241400003,-3.132628795,-4.121306026,2.18
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,-1.255046075,0.247709095,324.2185182,78.20405858,22.98289564,7.460980017,-7.961022601,-6.024047939,2.16
[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F,-2.325910918,0.608079465,84.77983156,56.41696522,12.82066976,3.790199943,-3.94892247,-4.810596285,2.079181246
C1=Cc2cccc3cccc1c23,-3.55271E-15,0.398965379,87.32705846,0,15.02322311,3.323600024,-3.624820376,-5.105980278,2.11
C=CC1CCC=CC1,-8.88178E-16,0.536927524,51.79925763,0,7.00343264,2.528700039,-2.404129995,-3.87639994,2.24
O=C2Oc1cc(ccc1N2CSP(OCC)(OCC)=S)Cl,-1.590438562,0.353965386,190.49508,53.11238932,2.739837812,4.646999929,-4.055211215,-2.885245544,2.26
N(c1ccccc1)c1ccccc1,-0.470003629,0.353406213,100.2759698,18.01075068,11.52589109,3.430199951,-3.587492262,-4.624980278,2.24
O=C(O)c1ccc(Cl)c(Cl)c1,-1.103467151,0.679840075,117.822693,67.82827019,8.333157887,2.69159998,-3.240822753,-4.116720958,2.17
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-1.037410417,0.371387443,195.2920928,53.68323105,14.75874689,5.144699886,-5.126774294,-5.071711454,2.3
CC(C)c1cc2c(cc1Cl)C1(C)CCCC(C)(C(=O)O)C1CC2,-1.165429462,0.325086404,120.0418206,67.82827019,25.39316355,5.558300063,-5.810639106,-6.269162981,2.22
N#Cc1cc(ccc1(OP(OC)(OC)=S))Cl,-1.410743042,0.426237762,170.6936801,51.82424653,3.48415171,3.10777995,-3.276213778,-3.096588254,2.33
C=C(Br)c1ccccc1,0.352767319,0.514687292,115.3429304,0,12.88666635,3.052200012,-3.502507277,-4.819800321,2.2
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,-1.108166501,0.465235584,182.857807,51.80841472,3.316762266,2.913499951,-3.783339266,-3.051198031,2.25
ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,1.197673002,0.172650092,493.9242818,0,62.22896779,9.716199726,-9.954393189,-9.118533945,1.98
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-1.757857918,0.371882155,95.63210599,72.28962984,13.08997043,3.600400046,-3.481421628,-4.848006416,2.23
COc1cccc2c1cccc2,-0.78845736,0.401190475,87.60614658,10.99988789,8.57584251,2.848399997,-3.191828212,-4.158453945,2.26
CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c2cc(Br)c(OCCO)c(Br)c2,-1.412936292,0.23216893,277.6349665,107.3664621,19.92318227,5.804700077,-7.014776822,-5.693539209,2.113943352
Nc1cccc2C(=O)c3ccccc3C(=O)c12,-1.386294361,0.437373122,92.09973434,83.18704154,8.039828353,2.044200085,-3.272407364,-4.065459108,2.136720567
BrCC(CBr)(CBr)CBr,0.990284412,0.441390203,193.4326193,0,17.66452981,3.552400053,-4.922066921,-5.432919202,2.17
Oc1ccc(cc1)CCCCCCCC,-0.78845736,0.420848325,67.65749128,42.68334316,23.35934258,4.29520002,-4.071347325,-6.063150378,2.28
OC(c1cncnc1)(c2ccc(cc2)Cl)c3ccccc3Cl,-1.103467151,0.285715161,197.3786387,76.25440226,13.10085495,4.067599945,-4.721609538,-4.849510319,2.05
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,-1.336920277,0.313556644,129.9871453,77.90845079,14.21294838,3.122299977,-3.898869879,-5.000006416,1.91
O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2,-1.794189847,0.354945722,149.496399,99.69415957,4.033991702,2.88000004,-3.742056399,-3.238479948,2.19
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,-0.470003629,0.168878906,79.20707876,0,9.723765,7.344200075,-4.276379709,-4.348295207,2.26
CC(=O)OC1CCCCC1C(C)(C)C,-1.223775432,0.531045553,52.63027448,36.14481492,8.186298153,3.154400043,-3.055759581,-4.091170766,2.28
Nc1ccc(Cl)c(Cl)c1Cl,-0.02166364,0.51157096,149.6569943,32.89718747,10.98176942,3.228999987,-3.69026528,-4.543875287,2.31
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,-1.571652968,0.227247827,154.7423609,57.2248834,17.36865274,3.653399929,-4.489456872,-5.397571564,2.06
CC(CCOCCC(C)C)C,-0.78845736,0.394064872,49.55465029,10.99988789,8.377859337,3.095200039,-2.53245345,-4.124453202,2.3
Nc1c(Cl)cc(Cl)cc1Cl,-0.02166364,0.509311403,149.6569943,32.89718747,10.98176942,3.228999987,-3.69026528,-4.543875287,2.08
Cc1ccccc1Cl,0.176219645,0.606059722,92.5650197,0,10.3019624,2.648419984,-3.148472928,-4.439667024,1.91
CCc1cccc(CC)c1N,-0.470003629,0.43561904,60.27611188,32.89718747,7.914435329,2.393600084,-2.851814952,-4.043260622,2.08
O=C1c2c(ccc(c2)Cl)C(=O)c2c1cccc2,-1.165429462,0.437372432,131.9922374,50.28985406,11.67162811,3.115400009,-4.097528493,-4.646376459,2.31
Cc1c(Cl)cccc1[N+](=O)[O-],-1.336920277,0.710444806,85.84551978,56.41696522,8.077519692,3.079819977,-3.229651213,-4.072097763,1.99
Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,-0.357114847,0.48750343,210.171645,62.11871154,9.813843812,4.043559931,-4.457469082,-4.36270551,2.096910013
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-3.570757298,0.341501822,19.61382805,67.82827019,17.39049545,4.445099875,-4.812438225,-5.400191297,2.228799562
CCCCCCCCOc1ccc(c(O)c1)C(=O)c2ccccc2,-1.526056303,0.30946749,121.1828147,78.82815808,33.20255185,5.362500012,-5.1918615,-6.992165552,2.176091259
O(c1c(c(c(c(c1Br)Br)Br)Br)Br)c2c(c(c(c(c2Br)Br)Br)Br)Br,1.393766376,0.213309052,500.5788366,10.99988789,54.66406305,11.10390005,-12.60526664,-8.623514932,2.29
O=[N+]([O-])c1ccc(c(c1Cl)Cl)Cl,-1.230195952,0.651243847,149.6569943,56.41696522,13.65528663,4.078199923,-4.164415843,-4.925306026,2.2
n1c4ccccc4(cc3c1ccc2ccccc23),-0.470003629,0.276354396,118.8188537,16.78552955,15.28939922,4.541200019,-4.757672837,-5.140166137,2.02
Nc1cc(Cl)c(Cl)cc1Cl,-0.02166364,0.508849174,149.6569943,32.89718747,10.98176942,3.228999987,-3.69026528,-4.543875287,2.33
c1ccc2c(c1)[nH]c1ccccc12,-0.470003629,0.376606808,85.24418253,16.78552955,8.173768227,2.83920002,-3.531289109,-4.088980278,2.07
O=[N+]([O-])c1cc(cc(c1)Cl)Cl,-1.284981199,0.710446668,116.4839912,56.41696522,9.672708093,3.424799941,-3.535137511,-4.340097763,2.23
CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,-0.78845736,0.495036582,63.23424376,25.14492703,11.27538022,3.738100052,-3.696264681,-4.587883294,2.02
O=c1c2c3c(cccc3ccc2)c2ccccc12,-0.78845736,0.412619481,117.7841806,25.14492703,17.45707227,4.051199995,-4.569584698,-5.408166137,2.12
Cc1c(ccc(c1)C)C,-1.06581E-14,0.50327439,64.46108006,0,10.62026814,2.611860037,-3.152119572,-4.488875287,2.17
Nc1c(cc(cc1Cl)Cl)Cl,-0.02166364,0.509311403,149.6569943,32.89718747,10.98176942,3.228999987,-3.69026528,-4.543875287,2.04
O=C(Oc1cccc(c1)NC(=O)OC)Nc2cccc(c2)C,-1.945910149,0.338000667,122.9857458,108.3111312,4.35363317,3.784219973,-3.716392496,-3.316536165,2.22
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,-0.808170857,0.300861748,283.7536801,85.36668632,23.08077071,6.608999886,-6.835347791,-6.034245071,2.17
O=C1c2c(cccc2O)C(=O)c2c1cccc2,-1.526056303,0.437379069,89.34298678,92.97319723,8.039828353,2.167600028,-3.417688817,-4.065459108,2.31
c1ccc(Oc2ccccc2)cc1,-0.78845736,0.368902601,105.2493309,10.99988789,11.52589109,3.478899941,-3.60697466,-4.624980278,2.51
c1ccc2ccccc2c1,-7.99361E-15,0.469701224,80.95590855,0,11.46491437,2.8398,-3.283795478,-4.615987946,2.5
CCOc1ccc(Br)c(F)c1F,-1.80217174,0.686583423,104.8647464,10.99988789,14.17057292,3.12599998,-3.832218131,-4.994382144,2.69
O(c1ccccc1)P(Oc2ccccc2)Oc3ccccc3,-1.407272768,0.221846489,187.2086835,20.76489076,19.83068505,5.450299896,-4.926800146,-5.683165734,2.39
Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1,0.571431422,0.314201029,233.8256371,0,35.86682464,5.967199877,-6.151360534,-7.218891771,2.48
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,4.9738E-14,0.247311678,134.2986847,0,30.80946246,5.737200052,-5.688970174,-6.780627213,2.38
N1c2ccccc2Sc3ccccc13,-0.188055089,0.33302047,116.644484,18.01075068,8.173768227,3.894799933,-3.992475108,-4.088980278,2.722633923
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,1.196253084,0.385763177,268.919112,0,22.62234196,4.42490004,-6.386376648,-5.986294982,2.73
c1ccc2c(c1)Nc1ccccc1S2,-0.188055089,0.33302047,116.644484,18.01075068,8.173768227,3.894799933,-3.992475108,-4.088980278,2.67
ClCCOC(c1ccccc1)c1ccccc1,-0.696790535,0.273695433,147.7242169,10.99988789,15.20915582,4.031399973,-4.147054494,-5.129891771,2.6
O=C1C(c2ccc3cc(S(=O)(=O)O)cc(N4C(=O)c5c(Cl)c(Cl)c(Cl)c(Cl)c5C4=O)c3n2)=C(O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,-2.159326545,0.176547394,422.69,221.4370098,13.21660136,9.131899897,-9.462807139,-4.865464394,2.48
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-7.10543E-15,0.246913816,134.2986847,0,30.80946246,5.737200052,-5.688970174,-6.780627213,2.73
c1ccc2c(c1)CCCC2,2.30926E-14,0.447925122,54.41426675,0,12.68970074,2.565400019,-3.270445762,-4.792260622,2.47
COc1c(Br)cc(Br)cc1Br,0.066723632,0.434757986,182.1065746,10.99988789,16.40630159,3.982700013,-5.031286478,-5.280469304,2.53
CCc1ccccc1C=C,1.59872E-14,0.458158056,80.87904327,0,12.05405765,2.892000027,-3.120676275,-4.701895397,2.69
Nc1c(c(cc(c1Cl)Cl)Cl)Cl,0.157687276,0.469143659,182.8299974,32.89718747,13.08457441,3.882399969,-4.250830393,-4.847260622,2.52
O=C(OCC1OCCC1)C(Oc4ccc(Oc2nc3ccc(cc3(nc2))Cl)cc4)C,-2.080353626,0.247712439,167.8905018,102.7155377,7.425878929,4.564999931,-4.807104162,-3.955046592,2.53
C=CC=O,-0.78845736,1.859539024,36.66731732,25.14492703,0.00891491,0.371300027,-0.517316089,-1.324418801,2.54
Clc1cccc(Cl)c1,0.325988907,0.617671095,123.2034911,0,12.09416793,2.993399948,-3.453959226,-4.707667024,2.54
c1cc2cccc3C=Cc(c1)c23,-6.21725E-15,0.398965379,87.32705846,0,15.02322311,3.323600024,-3.624820376,-5.105980278,2.48
CC(C)CC(C)(C)C,-1.06581E-14,0.482548767,46.66055305,0,17.66402884,3.078600034,-3.001839529,-5.432859603,2.76
CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,-0.78845736,0.371301631,92.82018137,42.68334316,19.59548506,4.767400049,-4.544473539,-5.656678785,2.65
CC(c1ccccc1)c1ccc(O)c(C(C)c2ccccc2)c1C(C)c1ccccc1,-0.78845736,0.20361376,206.6852695,42.68334316,45.23153853,7.847600028,-7.471045816,-7.955439653,2.51
c1cc2c3c(cccc3c1)CC2,2.66454E-15,0.393491863,73.44362699,0,15.66967961,2.93840003,-3.669769895,-5.188494615,2.59
N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3,-1.571652968,0.265402684,231.9913175,78.20405858,15.26417489,6.177979935,-5.602592332,-5.136939325,2.5
Oc1c(Cl)cc(Cl)cc1Cl,-0.483598302,0.631647038,146.9002467,42.68334316,10.98176942,3.35239993,-3.835546734,-4.543875287,2.43
Oc1cc(Cl)c(Cl)cc1Cl,-0.483598302,0.631490256,146.9002467,42.68334316,10.98176942,3.35239993,-3.835546734,-4.543875287,2.72
CCCCCCCc1ccc(O)cc1,-0.78845736,0.450908864,65.12295954,42.68334316,20.88107716,3.905100018,-3.841474853,-5.799581727,2.75
O=C2N(c1ccccc1)CSC(=NC(C)(C)C)N2C(C)C,-1.282848678,0.353703315,131.9233124,48.17908437,8.749801959,4.182200022,-4.289093985,-4.188006416,2.71
CCCCCCCCCCCC,3.55271E-14,0.289979738,42.99572592,0,29.11638293,4.927200034,-3.916745658,-6.625959871,2.59
O=[N+]([O-])c1ccc(cc1(OP(OCC)(NC(C)CC)=S))C,-1.806927189,0.372138678,132.0359429,83.60032241,9.40769064,4.454320017,-4.029834109,-4.297195892,2.46
CCCCCCCCCCCC(=O)O,-1.223775432,0.534037888,35.08039613,67.82827019,17.34864751,3.991900049,-3.194063449,-5.395170766,2.41
O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(cc2)Cl,-2.162529608,0.390966134,142.147814,86.31135543,12.30716613,3.580099985,-4.381842793,-4.738157084,2.35
CCSC(=O)N1CCCCCC1,-0.878339612,0.618884943,59.36378076,28.26924093,2.494121408,2.73550003,-2.555288894,-2.809278762,2.47
CCc1cccc(CC)c1,8.88178E-15,0.447788587,66.9956118,0,12.68970074,2.811400026,-3.22543723,-4.792260622,2.76
Cc1ccc2ccc3cccc4ccc1c2c34,5.32907E-15,0.288320205,112.7347928,0,25.02786514,4.892420053,-5.030196767,-6.232785738,2.73
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,-1.407272768,0.221846489,187.2086835,20.76489076,19.83068505,5.450299896,-4.926800146,-5.683165734,2.39
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,-0.535323095,0.300733091,257.9633405,85.36668632,27.61230499,6.473700047,-7.60642613,-6.484741192,2.53
C(OCc1ccccc1)c2ccccc2,-0.78845736,0.304590839,110.3183944,10.99988789,11.52170265,3.403399996,-3.470144257,-4.624363364,2.537819095
